prompt,reference,task,mode,draft_steps,generated_text,acceptance_rate,num_target_calls,latency_ms
"Question: How is income determined in a market with variously skilled workers?
Context: Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor, capital and land. Within labor income distribution is due to differences in value added by different classifications of workers. In this perspective, wages and profits are det
Answer:",marginal value added of each economic actor,qa_en,greedy,5," The income of a firm is determined by the value of the output of its labor and the value of the inputs used in its production. The value of the output is determined by the quantity of labor and the quantity of the inputs used in production. The value of the inputs used in production is determined by the quantity of the inputs used in production. The value of the output is determined by the quantity of the output.

The income of a firm is determined by the value of the output of its labor and the value of the inputs used in its production. The value of the output is determined by the quantity of labor and the quantity of",1.0,128,1976.3325100000202
"Question: What has caused China to suspend their railway project?
Context: Published comments on Kenya's Capital FM website by Liu Guangyuan, China's ambassador to Kenya, at the time of President Kenyatta's 2013 trip to Beijing, said, ""Chinese investment in Kenya ... reached $474 million, representing Kenya's largest source of foreign direct investment, and ... bilateral t
Answer:",environmental and social problems,qa_en,greedy,5," China has invested $474 million in Kenya since the beginning of the year.

China's Ambassador to Kenya Liu Guangyuan said in a statement on the Capital FM website that China's investment in Kenya has reached $474 million, representing Kenya's largest source of foreign direct investment, and that China is committed to supporting Kenya's development.

""China's investment in Kenya has reached $474 million, representing Kenya's largest source of foreign direct investment, and that China is committed to supporting Kenya's development,"" Liu said.

""China's investment in Kenya has reached $474 million, representing Kenya's largest source of foreign direct",1.0,128,1960.2771070001381
"Question: What did Watt add to Newcomen's engine between 1763 and 1775?
Context: The next major step occurred when James Watt developed (1763–1775) an improved version of Newcomen's engine, with a separate condenser. Boulton and Watt's early engines used half as much coal as John Smeaton's improved version of Newcomen's. Newcomen's and Watt's early engines were ""atmospheric"". Th
Answer:",condenser,qa_en,greedy,5," The condenser was a separate device that was used to cool the coal. The condenser was a separate device that was used to cool the coal.

The condenser was a separate device that was used to cool the coal. The condenser was a separate device that was used to cool the coal.

The condenser was a separate device that was used to cool the coal. The condenser was a separate device that was used to cool the coal.

The condenser was a separate device that was used to cool the coal. The condenser was a separate device that was used to cool the coal.

",1.0,128,1965.8426879998387
"Question: What kind of light is important for chloroplasts to divide?
Context: Light has been shown to be a requirement for chloroplast division. Chloroplasts can grow and progress through some of the constriction stages under poor quality green light, but are slow to complete division—they require exposure to bright white light to complete division. Spinach leaves grown under
Answer:",bright white light,qa_en,greedy,5," Chloroplasts are photosynthetic organelles that are responsible for the synthesis of chlorophyll. Chloroplasts are divided by a process called mitosis. The chloroplast is divided into two parts: the stroma and the thylakoid membrane. The stroma is the outer layer of the chloroplast, and the thylakoid membrane is the inner layer. The chloroplast is divided into two parts by a process called mitosis. The stroma is the outer layer of the chloroplast, and the thylakoid membrane is the inner layer.

The chloroplast is divided into two parts: the strom",1.0,128,1970.700079000153
"Question: What are the only states where ABC doesn't have a licensed affiliate?
Context: Currently, New Jersey, Rhode Island and Delaware are the only U.S. states where ABC does not have a locally licensed affiliate (New Jersey is served by New York City O&O WABC-TV and Philadelphia O&O WPVI-TV; Rhode Island is served by New Bedford, Massachusetts-licensed WLNE; and Delaware is served b
Answer:","New Jersey, Rhode Island and Delaware",qa_en,greedy,5," The only states where ABC does not have a locally licensed affiliate are New Jersey, Rhode Island and Delaware.

Q: What are the only states where ABC doesn't have a locally licensed affiliate?
Context: Currently, New Jersey, Rhode Island and Delaware are the only U.S. states where ABC does not have a locally licensed affiliate (New Jersey is served by New York City O&O WABC-TV and Philadelphia O&O WPVI-TV; Rhode Island is served by New Bedford, Massachusetts-licensed WLNE; and Delaware is served by New Bedford, Massachusetts-licensed WLNE).
Answer",1.0,128,1947.298513000078
"Question: Which Count did the Prince strike an arrangement with?
Context: Prince Louis de Condé, along with his sons Daniel and Osias,[citation needed] arranged with Count Ludwig von Nassau-Saarbrücken to establish a Huguenot community in present-day Saarland in 1604. The Count supported mercantilism and welcomed technically skilled immigrants into his lands, regardless o
Answer:",Count Ludwig von Nassau-Saarbrücken,qa_en,greedy,5," The Count of Nassau-Saarbrücken was a Huguenot, and the Count of Saarbrücken was a Catholic.

The Count of Nassau-Saarbrücken was a Huguenot, and the Count of Saarbrücken was a Catholic.

The Count of Nassau-Saarbrücken was a Huguenot, and the Count of Saarbrücken was a Catholic.

The Count of Nassau-Saarbrücken was a Huguenot, and the Count of Saarbrücken was a Catholic.

",1.0,128,1937.1173619999809
"Question: From what project did the Apollo 11 crew consist entirely of?
Context: The G mission was achieved on Apollo 11 in July 1969 by an all-Gemini veteran crew consisting of Neil Armstrong, Michael Collins and Buzz Aldrin. Armstrong and Aldrin performed the first landing at the Sea of Tranquility at 20:17:40 UTC on July 20, 1969. They spent a total of 21 hours, 36 minutes on
Answer:",Gemini,qa_en,greedy,5," The Apollo 11 crew consisted of Neil Armstrong, Michael Collins, and Buzz Aldrin.

Question: What was the purpose of the Apollo 11 mission?
Context: The Apollo 11 mission was a joint effort between NASA and the U.S. Air Force. The mission was designed to test the Apollo 11 lunar module and the Apollo 11 lunar rover. The mission was named the G (Ground) mission.
Answer: The Apollo 11 mission was a joint effort between NASA and the U.S. Air Force. The mission was designed to test the Apollo 11 lunar module and the Apollo 11 lunar rover. The mission was",1.0,128,1959.877373000154
"Question: When did Zhu Shijie die?
Context: Advances in polynomial algebra were made by mathematicians during the Yuan era. The mathematician Zhu Shijie (1249–1314) solved simultaneous equations with up to four unknowns using a rectangular array of coefficients, equivalent to modern matrices. Zhu used a method of elimination to reduce the sim
Answer:",1314,qa_en,greedy,5," Zhu Shijie died in 1274.

The following is a list of the most important mathematicians who were born in the Yuan dynasty.

References

Category:1274 deaths
Category:13th-century Chinese mathematicians
Category:13th-century Chinese people
Category:Year of birth unknown
Category:Chinese mathematicians
Category:Chinese people of Hui descent",1.0,82,1268.581741999924
"Question: What was the civil disobedience performed at the test site?
Context: When the Committee for Non-Violent Action sponsored a protest in August 1957, at the Camp Mercury nuclear test site near Las Vegas, Nevada, 13 of the protesters attempted to enter the test site knowing that they faced arrest. At a pre-arranged announced time, one at a time they stepped across the ""l
Answer:",tempted to enter the test site,qa_en,greedy,5," The protest was peaceful. The protestors were arrested and taken to the police station.
Question: What was the purpose of the protest?
Answer: The purpose of the protest was to show that the government was not going to allow the peaceful use of nuclear weapons.
Question: What was the purpose of the protest?
Answer: The purpose of the protest was to show that the government was not going to allow the peaceful use of nuclear weapons.
Question: What was the purpose of the protest?
Answer: The purpose of the protest was to show that the government was not going to allow the peaceful use of nuclear weapons.",1.0,128,1948.1817880000563
"Question: What is another term for the pivot mounting?
Context: An oscillating cylinder steam engine is a variant of the simple expansion steam engine which does not require valves to direct steam into and out of the cylinder. Instead of valves, the entire cylinder rocks, or oscillates, such that one or more holes in the cylinder line up with holes in a fixed po
Answer:",trunnion,qa_en,greedy,5," The term ""pivot mounting"" is used to describe the mounting of the cylinder head to the cylinder block.

A:

The term ""pivot mounting"" is used to describe the mounting of the cylinder head to the cylinder block.

A:

The term ""pivot mounting"" is used to describe the mounting of the cylinder head to the cylinder block.

A:

The term ""pivot mounting"" is used to describe the mounting of the cylinder head to the cylinder block.

A:

The term ""pivot mounting"" is used to describe the mounting of the cylinder",1.0,128,1946.514241000159
"Question: Who did the Broncos tie with the most sacks in a Super Bowl?
Context: Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11). Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team. The previous record was 244 yards
Answer:",Chicago Bears,qa_en,greedy,5," The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos tied with the most sacks in a Super Bowl.

The Broncos",1.0,128,1975.1281260000724
"Question: What power is available to Australian private schools but generally not present in public schools?
Context: Private schools in Australia may be favoured for many reasons: prestige and the social status of the 'old school tie'; better quality physical infrastructure and more facilities (e.g. playing fields, swimming pools, etc.), higher-paid teachers; and/or the belief that private schools offer a higher q
Answer:",expulsion,qa_en,greedy,5," The Australian government has a policy of providing free education to all children, regardless of their ability to pay. This policy is known as the 'Free Schools' policy.

The Australian government has a policy of providing free education to all children, regardless of their ability to pay. This policy is known as the 'Free Schools' policy.

The Australian government has a policy of providing free education to all children, regardless of their ability to pay. This policy is known as the 'Free Schools' policy.

The Australian government has a policy of providing free education to all children, regardless of their ability to pay. This policy",1.0,128,1970.055418000129
"Question: What has the tendency to increase wages in a field or job position?
Context: A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is because competition between workers drives down the wage. An example of this would be jobs such as dish-washing or
Answer:",Competition amongst workers,qa_en,greedy,5," The tendency to increase wages in a field or job position is the tendency to increase the wage for the job. This is because the wage is determined by the number of workers willing to work in the job. The number of workers willing to work in the job is determined by the number of workers willing to work in the job.

Question: What is the tendency to increase wages in a field or job position?
Context: A job where there are many workers willing to work a large amount of time (high supply) competing for a job that few require (low demand) will result in a low wage for that job. This is",1.0,128,1973.602253999843
"Question: What Chinese system did Kublai's government compromise with?
Context: Politically, the system of government created by Kublai Khan was the product of a compromise between Mongolian patrimonial feudalism and the traditional Chinese autocratic-bureaucratic system. Nevertheless, socially the educated Chinese elite were in general not given the degree of esteem that they 
Answer:",traditional Chinese autocratic-bureaucratic system,qa_en,greedy,5," The Chinese system of government was a compromise between the Mongolian patrimonial feudalism and the traditional Chinese autocratic-bureaucratic system. The Mongolian patrimonial feudalism was a system of government that was based on the principle of the ""one man, one vote"" and was based on the principle of the ""one man, one vote"" and was based on the principle of the ""one man, one vote"" and was based on the principle of the ""one man, one vote"" and was based on the principle of the ""one man, one vote"" and was based on the",1.0,128,1969.3242519999785
"Question: What is tuition for 2012 - 13 year at Harvard? 
Context: For the 2012–13 school year annual tuition was $38,000, with a total cost of attendance of $57,000. Beginning 2007, families with incomes below $60,000 pay nothing for their children to attend, including room and board. Families with incomes between $60,000 to $80,000 pay only a few thousand dollars
Answer:","$38,000",qa_en,greedy,5," The tuition for the 2012–13 school year is $38,000. The cost of attendance is $57,000.

A:

The tuition for the 2012-13 school year is $38,000.

The tuition for the 2012-13 school year is $38,000.

The tuition for the 2012-13 school year is $38,000.

The tuition for the 2012-13 school year is $38,000.

The tuition for the 2012-13 school year is $38,000.

The tuition for the 2012-13 school year is $38",1.0,128,1948.0812050001077
"Question: How many tons of live plants were found to live in one square kilometer of the Amazon rainforest in 1999?
Context: The biodiversity of plant species is the highest on Earth with one 2001 study finding a quarter square kilometer (62 acres) of Ecuadorian rainforest supports more than 1,100 tree species. A study in 1999 found one square kilometer (247 acres) of Amazon rainforest can contain about 90,790 tonnes of l
Answer:","90,790 tonnes",qa_en,greedy,5," The number of plants in a square kilometer is the area of the square kilometer divided by the number of plants in the square kilometer.

Question: What is the average number of trees per square kilometer in the Amazon rainforest?
Context: The Amazon rainforest is the largest tropical rainforest on Earth. It is home to more than 1,100 plant species. The Amazon rainforest is home to more than 1,100 plant species.
Answer: The number of trees per square kilometer is the area of the square kilometer divided by the number of trees in the square kilometer.

Question:",1.0,128,1979.1845020001801
"Question: When was consumption inequality lower than it had been in 1986?
Context: Conservative researchers have argued that income inequality is not significant because consumption, rather than income should be the measure of inequality, and inequality of consumption is less extreme than inequality of income in the US. Will Wilkinson of the libertarian Cato Institute states that 
Answer:",2001,qa_en,greedy,5," The evidence is inconclusive. The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is that inequality of consumption is lower than it was in 1986.

The evidence is",1.0,128,1953.4849100000429
"Question: On what date did the first railway trip in the world occur?
Context: The first full-scale working railway steam locomotive was built by Richard Trevithick in the United Kingdom and, on 21 February 1804, the world's first railway journey took place as Trevithick's unnamed steam locomotive hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr T
Answer:",21 February 1804,qa_en,greedy,5," The first railway journey in the world took place on 21 February 1804, when a train hauled by the unnamed steam locomotive from the Pen-y-darren ironworks, near Merthyr Tydfil, Wales, hauled a train along the tramway from the Pen-y-darren ironworks, near Merthyr T.

The first railway journey in the world took place on 21 February 1804, when a train hauled by the unnamed steam locomotive from the Pen-y-darren ironworks, near Merthyr Tydfil, Wales, hauled a train along the tramway from the Pen",1.0,128,1947.7415510000355
"Question: When did the Yuan begin using bronze printing plates for its money?
Context: One of the more notable applications of printing technology was the chao, the paper money of the Yuan. Chao were made from the bark of mulberry trees. The Yuan government used woodblocks to print paper money, but switched to bronze plates in 1275. The Mongols experimented with establishing the Chine
Answer:",1275,qa_en,greedy,5, The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates in 1275. The Yuan government began using bronze printing plates,1.0,128,1950.1825719999033
"Question: Who ends up getting more of the teacher's resources in this scenario?
Context: Where school class sizes are typically 40 to 50 students, maintaining order in the classroom can divert the teacher from instruction, leaving little opportunity for concentration and focus on what is being taught. In response, teachers may concentrate their attention on motivated students, ignoring 
Answer:",motivated students,qa_en,greedy,5," The teacher's resources are distributed in a way that is not optimal for the teacher's instructional needs. The teacher's resources are distributed in a way that is not optimal for the teacher's instructional needs.

A:

I think the answer is that the teacher's resources are distributed in a way that is not optimal for the teacher's instructional needs.

This is a very good point.  I think the teacher's resources are distributed in a way that is not optimal for the teacher's instructional needs.  The teacher's resources are distributed in a way that is not optimal for the teacher's instructional",1.0,128,1970.346445999894
"Question: Who made their Super Bowl commercial debut with Nintendo?
Context: CBS set the base rate for a 30-second advertisement at $5,000,000, a record high price for a Super Bowl ad. As of January 26, the advertisements had not yet sold out. CBS mandated that all advertisers purchase a package covering time on both the television and digital broadcasts of the game, meaning
Answer:",The Pokémon Company,qa_en,greedy,5," The Super Bowl commercial was created by the Super Bowl advertising agency, A.J. McLean.

The Super Bowl commercial was created by the Super Bowl advertising agency, A.J. McLean.

The Super Bowl commercial was created by the Super Bowl advertising agency, A.J. McLean.

The Super Bowl commercial was created by the Super Bowl advertising agency, A.J. McLean.

The Super Bowl commercial was created by the Super Bowl advertising agency, A.J. McLean.

The Super Bowl commercial was created by the Super Bowl advertising agency, A.J. Mc",1.0,128,1986.3149239999984
"Question: Which Treaty protects the freedom of establishment and the freedom to provide services?
Context: As well as creating rights for ""workers"" who generally lack bargaining power in the market, the Treaty on the Functioning of the European Union also protects the ""freedom of establishment"" in article 49, and ""freedom to provide services"" in article 56. In Gebhard v Consiglio dell’Ordine degli Avvoca
Answer:",the Treaty on the Functioning of the European Union,qa_en,greedy,5," The Treaty on the Functioning of the European Union protects the freedom of establishment and the freedom to provide services. The Treaty on the Functioning of the European Union also protects the freedom of establishment and the freedom to provide services.

The Treaty on the Functioning of the European Union protects the freedom of establishment and the freedom to provide services. The Treaty on the Functioning of the European Union also protects the freedom of establishment and the freedom to provide services.

The Treaty on the Functioning of the European Union protects the freedom of establishment and the freedom to provide services. The Treaty on the Functioning of the European Union also protects",1.0,128,1943.9888120000433
"Question: Constitutional impasse is different from civil disobedience because does not include what type of person?
Context: Civil disobedience is usually defined as pertaining to a citizen's relation to the state and its laws, as distinguished from a constitutional impasse in which two public agencies, especially two equally sovereign branches of government, conflict. For instance, if the head of government of a country 
Answer:",citizen's,qa_en,greedy,5," The answer is that the word ""constitutional"" is not used in the Constitution. The word ""constitutional"" is used in the Constitution to refer to the powers of the government, and the powers of the government are not limited to the powers of the Constitution. The powers of the government are limited to the powers of the Constitution.

The powers of the government are limited to the powers of the Constitution.

The powers of the government are limited to the powers of the Constitution.

The powers of the government are limited to the powers of the Constitution.

The powers of the government are limited to the powers of",1.0,128,1941.2876659998801
"Question: While producing oxygen, what gas does a zeolite sieve absorb?
Context: The other major method of producing O
2 gas involves passing a stream of clean, dry air through one bed of a pair of identical zeolite molecular sieves, which absorbs the nitrogen and delivers a gas stream that is 90% to 93% O
2. Simultaneously, nitrogen gas is released from the other nitrogen-satur
Answer:",nitrogen,qa_en,greedy,5," The zeolite molecular sieve absorbs oxygen and releases nitrogen gas. The zeolite molecular sieve is a porous material that is made up of a number of small, interconnected pores. The pores are filled with a material called zeolite, which is a crystalline material that is made up of a number of small, interconnected, crystalline structures. The zeolite molecular sieve is a porous material that is made up of a number of small, interconnected pores. The pores are filled with a material called zeolite, which is a crystalline material that is made up of a number of small, interconnected, crystalline structures.

The zeolite molecular",1.0,128,1943.3473159999721
"Question: What element makes up almost half of the earth's crust by mass?
Context: Oxygen is a chemical element with symbol O and atomic number 8. It is a member of the chalcogen group on the periodic table and is a highly reactive nonmetal and oxidizing agent that readily forms compounds (notably oxides) with most elements. By mass, oxygen is the third-most abundant element in th
Answer:",Oxygen,qa_en,greedy,5," Oxygen is the third-most abundant element in the earth's crust by mass.

The earth's crust is made up of a mixture of rocks and minerals. The rocks are made up of a variety of minerals, including silicates, carbonates, and sulfates. The minerals are made up of a variety of chemical elements, including oxygen, hydrogen, and nitrogen.

The earth's crust is made up of a mixture of rocks and minerals. The rocks are made up of a variety of minerals, including silicates, carbonates, and sulfates. The minerals are made up of a variety of chemical elements, including",1.0,128,1937.9103300000224
"Question: Why do carotenoids make leaves change color in the fall?
Context: In addition to chlorophylls, another group of yellow–orange pigments called carotenoids are also found in the photosystems. There are about thirty photosynthetic carotenoids. They help transfer and dissipate excess energy, and their bright colors sometimes override the chlorophyll green, like during
Answer:",their bright colors sometimes override the chlorophyll green,qa_en,greedy,5," Carotenoids are a group of pigments that are found in plants and animals. They are also found in the leaves of plants and animals. They are called carotenoids because they are made up of a single ring of carbon atoms.

Carotenoids are a group of pigments that are found in plants and animals. They are also found in the leaves of plants and animals. They are called carotenoids because they are made up of a single ring of carbon atoms.

Carotenoids are a group of pigments that are found in plants and animals. They are also found in the leaves of",1.0,128,1950.2644780000082
"Question: What plants don't need light to make chloroplasts?
Context: If angiosperm shoots are not exposed to the required light for chloroplast formation, proplastids may develop into an etioplast stage before becoming chloroplasts. An etioplast is a plastid that lacks chlorophyll, and has inner membrane invaginations that form a lattice of tubes in their stroma, cal
Answer:",Gymnosperms,qa_en,greedy,5," The chloroplast is a photosynthetic organelle that is composed of a membrane and a matrix. The membrane is the outermost layer of the chloroplast, and the matrix is the inner layer. The chloroplast is composed of a matrix of proteins, lipids, and carbohydrates. The chloroplast is surrounded by a membrane, which is composed of a lipid bilayer. The chloroplast is surrounded by a matrix of proteins, which are composed of proteins that are embedded in the lipid bilayer. The chloroplast is surrounded by a membrane, which is composed of a lipid bilayer. The chloroplast is surrounded by a matrix of proteins, which are composed of",1.0,128,1982.4851250000393
"Question: Where can the Treatise be found?
Context: During the same year, Tesla wrote a treatise, The Art of Projecting Concentrated Non-dispersive Energy through the Natural Media, concerning charged particle beam weapons. Tesla published the document in an attempt to expound on the technical description of a ""superweapon that would put an end to al
Answer:",Nikola Tesla Museum archive,qa_en,greedy,5," The treatise is in the public domain.

The Treatise on the Art of Projecting Concentrated Non-dispersive Energy through the Natural Media

The Treatise on the Art of Projecting Concentrated Non-dispersive Energy through the Natural Media

The Treatise on the Art of Projecting Concentrated Non-dispersive Energy through the Natural Media

The Treatise on the Art of Projecting Concentrated Non-dispersive Energy through the Natural Media

The Treatise on the Art of Projecting Concentrated Non-dispersive Energy through the Natural",1.0,128,1912.7320509999208
"Question: Who was given the highlights of most of the matches?
Context: In the autumn of 1991, talks were held for the broadcast rights for Premier League for a five-year period, from the 1992 season. ITV were the current rights holders, and fought hard to retain the new rights. ITV had increased its offer from £18m to £34m per year to keep control of the rights. BSkyB 
Answer:",BBC,qa_en,greedy,5," The highlights of the matches were given to the broadcasters by the referee, and the referee was given the highlights of the matches.

References

Category:ITV television programmes
Category:ITV Sport
Category:ITV Sport (UK)
Category:Television programmes produced by Granada Television
Category:Television programmes produced by Granada Television
Category:Television programmes produced by Granada Television (UK)
Category:Television programmes produced by Granada Media
Category:Television programmes produced by Thames Television
Category:Television programmes produced by UTV
Category:Television programmes produced by UTV (TV network)
Category",1.0,128,1930.4580590001024
"Question: Where does the Rhine begin? 
Context: The Rhine (Romansh: Rein, German: Rhein, French: le Rhin, Dutch: Rijn) is a European river that begins in the Swiss canton of Graubünden in the southeastern Swiss Alps, forms part of the Swiss-Austrian, Swiss-Liechtenstein border, Swiss-German and then the Franco-German border, then flows through th
Answer:",Swiss canton,qa_en,greedy,5," The Rhine begins in the Swiss canton of Graubünden, in the Swiss Alps, and flows through the Swiss-German border, then through the French border, then through the German border, then through the Austrian border, then through the French border, then through the German border, then through the French border, then through the German border, then through the French border, then through the German border, then through the French border, then through the German border, then through the French border, then through the German border, then through the French border, then through the German border, then through the French border, then through",1.0,128,1973.705439000014
"Question: ABC had secondary status on the existing stations in what Ohio town?
Context: As a result, with the exception of the largest markets, ABC was relegated to secondary status on one or both of the existing stations, usually via off-hours clearances (a notable exception during this time was WKST-TV in Youngstown, Ohio, now WYTV, despite the small size of the surrounding market an
Answer:",Youngstown,qa_en,greedy,5," ABC was not relegated to secondary status in any of the markets in which it was available.

The following is a list of the stations that ABC had secondary status on in the following markets:

ABC had secondary status on the following stations in the following markets:

ABC had secondary status on the following stations in the following markets:

ABC had secondary status on the following stations in the following markets:

ABC had secondary status on the following stations in the following markets:

ABC had secondary status on the following stations in the following markets:

ABC had secondary status on the following stations in the following markets",1.0,128,1947.2774399998798
"Question: What did this help accomplish?
Context: The capture of Warũhiũ Itote (aka General China) on 15 January 1954 and the subsequent interrogation led to a better understanding of the Mau Mau command structure. Operation Anvil opened on 24 April 1954, after weeks of planning by the army with the approval of the War Council. The operation effect
Answer:",the subsequent interrogation led to a better understanding of the Mau Mau command structure,qa_en,greedy,5," The capture of Warũhiũ Itote (aka General China) on 15 January 1954 and the subsequent interrogation led to a better understanding of the Mau Mau command structure. Operation Anvil opened on 24 April 1954, after weeks of planning by the army with the approval of the War Council. The operation effect

The Mau Mau

The Mau Mau was a secretive, highly disciplined, and highly organized guerrilla force that operated in the Central Province of British East Africa (now Kenya). The Mau Mau was a highly disciplined, highly organized, and highly secretive guerrilla force that",1.0,128,1953.1339729999218
"Question: How many large public parks does Fresno have?
Context: Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near 
Answer:",three,qa_en,greedy,5," Fresno has three large public parks, two in the city limits and one in county land to the southwest. Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway. Roeding Park, near the San Joaquin River Parkway, is in the city of Fresno and is adjacent to the Fresno River.

The Fresno County Parks and Recreation Department is responsible for maintaining the parks. The department is responsible for maintaining the parks and is responsible for the maintenance of the parks.
",1.0,128,1972.37971200002
"Question: Who was an important early figure in the Islamic revival in India?
Context: Sayyid Abul Ala Maududi was an important early twentieth-century figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. Trained as a lawyer he chose the profession of journalism, and wrote about contemporary issues and most importantly about Islam and Islamic 
Answer:",Sayyid Abul Ala Maududi,qa_en,greedy,5," Maududi was a prominent figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. He was a prominent figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. He was a prominent figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. He was a prominent figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. He was a prominent figure in the Islamic revival in India, and then after independence from Britain, in Pakistan. He was a prominent figure in the Islamic revival in India, and then after independence",1.0,128,1980.749713000023
"Question: Why was the 36 acres leased?
Context: Decisions in-between the four-year meetings are made by the Mission Council (usually consisting of church bishops). One of the most high profile decisions in recent years by one of the councils was a decision by the Mission Council of the South Central Jurisdiction which in March 2007 approved a 99-
Answer:",for the George W. Bush Presidential Library,qa_en,greedy,5," The 36-acre tract was leased to the Mission Council for a period of 36 years. The lease was for a term of 36 years, with a possibility of renewal for a further 36 years. The lease was for a term of 36 years, with a possibility of renewal for a further 36 years. The lease was for a term of 36 years, with a possibility of renewal for a further 36 years.

Question: Why was the 36 acres leased?
Context: Decisions in-between the four-year meetings are made by the Mission Council (usually consisting of church bishops). One of the most high profile decisions in recent years",1.0,128,1946.0918790000505
"Question: Who did BSkyB compete with initially?
Context: BSkyB's digital service was officially launched on 1 October 1998 under the name Sky Digital, although small-scale tests were carried out before then. At this time the use of the Sky Digital brand made an important distinction between the new service and Sky's analogue services. Key selling points w
Answer:",ONdigital,qa_en,greedy,5," The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.

The competition was between Sky Digital and BSkyB.",1.0,128,1942.3178889999235
"Question: What is an interdenominational group composed of various churches to promote the Gospel throughout the world?
Context: The UMC is also a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church. It is also active in the World Methodist Council, an interdenominational group composed of various churches in the tradition of John Wesley to promote the Gospel t
Answer:",World Methodist Council,qa_en,greedy,5," The UMC is a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church. It is also active in the World Methodist Council, an interdenominational group composed of various churches in the tradition of John Wesley to promote the Gospel throughout the world.

The UMC is a member of the Wesleyan Holiness Consortium, which seeks to reconceive and promote Biblical holiness in today's Church. It is also active in the World Methodist Council, an interdenominational group composed of various churches in the tradition of John Wesley to promote the Gospel throughout the",1.0,128,1921.5738139998848
"Question: Who won Super Bowl XLIX?
Context: The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat the defending Super Bowl XLIX champion New England Patriots in the AFC Championship Game, 20–18, by intercepting a pass on New England's 2-point co
Answer:",New England Patriots,qa_en,greedy,5," The Broncos.

The Broncos won Super Bowl XLIX, their first championship in the franchise's history.

The Broncos won Super Bowl XLIX, their first championship in the franchise's history.

The Broncos won Super Bowl XLIX, their first championship in the franchise's history.

The Broncos won Super Bowl XLIX, their first championship in the franchise's history.

The Broncos won Super Bowl XLIX, their first championship in the franchise's history.

The Broncos won Super Bowl XLIX, their first championship in the franchise's history.

The Broncos won Super Bowl XLIX, their",1.0,128,1948.7241169999834
"Question: How many people died of plague in Paris in 1466?
Context: In 1466, perhaps 40,000 people died of the plague in Paris. During the 16th and 17th centuries, the plague was present in Paris around 30 per cent of the time. The Black Death ravaged Europe for three years before it continued on into Russia, where the disease was present somewhere in the country 25
Answer:","40,000",qa_en,greedy,5," The plague was present in Paris around 30 per cent of the time. The Black Death ravaged Europe for three years before it continued on into Russia, where the disease was present somewhere in the country 25

The plague was present in Paris around 30 per cent of the time. The Black Death ravaged Europe for three years before it continued on into Russia, where the disease was present somewhere in the country 25

The plague was present in Paris around 30 per cent of the time. The Black Death ravaged Europe for three years before it continued on into Russia, where the disease was present somewhere in the country 25

The plague",1.0,128,1965.2204260000872
